,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand,Model
2800,Mumbai,2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,12.69,3.1,Renault,KWID RXT
2801,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,5.42,4.28,Renault,KWID 1.0 RXT Optional AMT
2802,Pune,2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,7.92,5.5,Maruti,Swift VXi BSIV
2803,Kolkata,2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,31.365000000000002,6.99,Skoda,Laura 1.9 TDI AT Ambiente
2804,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,7.92,4.29,Maruti,Alto 800 2016-2019 VXI
2805,Delhi,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,6.995,4.2,Maruti,Swift VXI
2806,Pune,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,9.76,4.11,Hyundai,i20 1.4 CRDi Sportz
2807,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,55.61,18.75,Audi,Q3 2012-2015 35 TDI Quattro Premium
2808,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,91.23,64.95,Mercedes-Benz,GLE 350d
2809,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,9.76,1.59,Hyundai,i10 Era
2810,Kolkata,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,7.92,3.6,Maruti,Wagon R LXI Optional
2811,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,10.940000000000001,7.87,Honda,City i VTEC V
2812,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.14,5.55,Hyundai,Grand i10 1.2 Kappa Sportz
2813,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,10.940000000000001,6.4,Honda,City i DTEC VX
2814,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,7.92,2.65,Maruti,Swift Dzire VXi
2815,Delhi,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,7.92,5.5,Maruti,Swift Dzire ZXi
2816,Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.28,7.31,Mahindra,XUV500 W8 2WD
2817,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.92,7.1,Maruti,Ciaz ZDi Plus SHVS
2818,Kochi,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,9.76,7.83,Hyundai,Verna 1.6 SX CRDi (O)
2819,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,9.76,0.85,Hyundai,Accent CRDi
2820,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,10.940000000000001,3.55,Honda,Brio S MT
2821,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,9.76,8.19,Hyundai,i20 Active 1.2 SX
2822,Pune,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,54.43,28.0,BMW,3 Series 320d Sport Line
2823,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,11.26,13.0,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
2824,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,11.26,3.29,Volkswagen,Polo Petrol Highline 1.6L
2825,Pune,2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,7.92,4.41,Maruti,Swift VXi BSIV
2826,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,15.01,4.99,Renault,Duster 110PS Diesel RxZ
2827,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,69.59,17.98,BMW,X3 xDrive 20d Luxury Line
2828,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,9.5,7.71,Fiat,Avventura MULTIJET Emotion
2829,Delhi,2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,7.92,2.8,Maruti,Wagon R Stingray VXI
2830,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,,3.0,Chevrolet,Sail Hatchback LS ABS
2831,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.28,12.49,Mahindra,XUV500 W8 2WD
2832,Kochi,2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,7.69,5.0,Tata,Zest Quadrajet 1.3
2833,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,54.43,32.64,BMW,X3 xDrive20d xLine
2834,Chennai,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.92,6.5,Maruti,Swift VDI BSIV
2835,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,54.43,35.0,BMW,5 Series 2013-2017 520d Luxury Line
2836,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,7.69,2.0,Tata,Indigo CS eVX
2837,Kochi,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.28,9.46,Mahindra,XUV500 W8 2WD
2838,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,55.61,39.0,Audi,Q7 35 TDI Quattro Premium Plus
2839,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,54.43,15.0,BMW,5 Series 2003-2012 520d
2840,Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,9.76,6.15,Hyundai,Verna 1.6 SX VTVT (O)
2841,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,9.76,14.5,Hyundai,Santa Fe 4WD AT
2842,Bangalore,2012,43000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.76,3.25,Hyundai,Santro GLS II - Euro II
2843,Kochi,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,7.92,5.18,Maruti,Wagon R AMT VXI
2844,Pune,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,7.92,1.24,Maruti,Wagon R LX BSIII
2845,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,9.76,2.8,Hyundai,i20 Sportz 1.2
2846,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,31.365000000000002,5.23,Skoda,Superb Elegance 1.8 TSI AT
2847,Pune,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,9.76,0.45,Hyundai,Getz GLS
2848,Delhi,2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,7.92,3.25,Maruti,Wagon R LXI BS IV
2849,Kolkata,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,7.92,1.5,Maruti,Omni MPI CARGO BSIV
2850,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.76,2.85,Hyundai,i10 Magna 1.2
2851,Kochi,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.61,4.5,Renault,KWID 1.0 RXT Optional
2852,Bangalore,2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,70.85,16.25,Mercedes-Benz,B Class 2012-2015 B200 Sport CDI
2853,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,11.26,7.75,Volkswagen,Polo GT TSI
2854,Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,11.28,4.35,Mahindra,Scorpio VLX 4WD
2855,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,37.38,33.13,Toyota,Fortuner 2.8 2WD AT
2856,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,,3.63,Chevrolet,Beat Diesel LT
2857,Delhi,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,23.25,4.75,Toyota,Innova 2.5 G4 Diesel 8-seater
2858,Kochi,2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,7.92,6.51,Maruti,Swift Dzire VXI
2859,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,5.3,4.8,Renault,KWID Climber 1.0 MT
2860,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,7.97,6.0,Tata,Bolt Quadrajet XM
2861,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.76,6.4,Hyundai,Grand i10 Asta
2862,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,14.2,4.9,Volkswagen,Vento 1.5 TDI Highline
2863,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,55.61,20.57,Audi,A6 2011-2015 2.0 TDI
2864,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,7.92,4.76,Maruti,Swift Dzire Ldi BSIV
2865,Kochi,2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,,2.0,Chevrolet,Spark 1.0 LT
2866,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,43.31,9.92,BMW,3 Series 320d
2867,Kochi,2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.76,3.69,Hyundai,EON Era Plus
2868,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.92,5.75,Maruti,Swift Dzire VDI
2869,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,11.26,5.7,Volkswagen,CrossPolo 1.5 TDI
2870,Coimbatore,2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,10.940000000000001,4.94,Honda,Amaze E i-Vtech
2871,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,11.26,4.29,Volkswagen,Vento Petrol Highline AT
2872,Kolkata,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,7.92,3.0,Maruti,Wagon R Stingray VXI
2873,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,10.15,6.5,Volkswagen,Polo 1.5 TDI Highline
2874,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,11.26,4.9,Volkswagen,Polo Petrol Comfortline 1.2L
2875,Kochi,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,10.940000000000001,5.4,Honda,Amaze SX i-DTEC
2876,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,59.38,24.0,Audi,A6 35 TDI Matrix
2877,Kochi,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,7.69,7.46,Tata,Tigor 1.05 Revotorq XZ Option
2878,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,15.86,9.6,Volkswagen,Vento 1.5 TDI Highline AT
2879,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,67.1,25.0,Audi,A6 35 TDI Matrix
2880,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,9.51,6.8,Nissan,Terrano XL 110 PS
2881,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,31.365000000000002,8.59,Skoda,Rapid 1.5 TDI AT Elegance
2882,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,11.27,5.29,Ford,Figo Aspire 1.5 TDCi Trend
2883,Pune,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,7.69,2.5,Tata,Venture EX
2884,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,70.85,13.9,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare
2885,Jaipur,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,23.25,20.0,Toyota,Fortuner 4x2 Manual
2886,Delhi,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,10.940000000000001,3.4,Honda,City 1.5 V MT
2887,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.76,5.5,Hyundai,i20 Asta Option 1.2
2888,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,11.26,3.65,Volkswagen,Vento Diesel Trendline
2889,Kochi,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,11.27,5.86,Ford,Endeavour 2.5L 4X2 MT
2890,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,14.1,10.44,Ford,EcoSport 1.5 Petrol Titanium Plus AT
2891,Bangalore,2013,58291,Diesel,Manual,First,17.8,1248.0,74.0,5.0,7.92,5.0,Maruti,Swift VDI BSIV
2892,Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,9.76,3.37,Hyundai,i20 Sportz Diesel
2893,Delhi,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,23.25,6.95,Toyota,Innova 2.5 VX (Diesel) 8 Seater
2894,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,12.22,9.9,Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone
2895,Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,11.27,3.3,Ford,Figo Diesel Titanium
2896,Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,136.0,50.5,Porsche,Panamera Diesel
2897,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,9.76,12.5,Hyundai,Creta 1.6 CRDi AT SX Plus
2898,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,55.61,20.5,Audi,A4 2.0 TDI Multitronic
2899,Kolkata,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.28,14.5,Mahindra,XUV500 W8 4WD
2900,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,33.68,20.0,Isuzu,MUX 4WD
2901,Delhi,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.92,5.25,Maruti,Swift Dzire VDI
2902,Kolkata,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.92,5.9,Maruti,Ciaz ZXi
2903,Pune,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.76,2.6,Hyundai,EON Era Plus
2904,Chennai,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,70.85,11.0,Mercedes-Benz,E-Class 280 CDI
2905,Pune,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,54.43,15.5,BMW,5 Series 2003-2012 520d
2906,Jaipur,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,9.76,5.75,Hyundai,Grand i10 1.2 CRDi Sportz Option
2907,Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,53.565,75.0,Jaguar,XJ 3.0L Portfolio
2908,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,7.92,2.0,Maruti,Swift Ldi BSIII
2909,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,9.76,2.3,Hyundai,Santro Xing GLS
2910,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,23.25,8.2,Toyota,Innova 2.5 V Diesel 8-seater
2911,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.76,4.8,Hyundai,i20 Sportz 1.2
2912,Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,70.85,8.5,Mercedes-Benz,E-Class 280 CDI
2913,Chennai,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,11.27,2.9,Ford,Figo Diesel ZXI
2914,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,19.27,6.5,Toyota,Corolla Altis 1.4 DG
2915,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.96,5.85,Hyundai,Grand i10 1.2 Kappa Sportz
2916,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,26.95,23.91,Jeep,Compass 2.0 Limited 4X4
2917,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.96,7.36,Maruti,Ignis 1.2 AMT Alpha
2918,Pune,2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,23.25,17.25,Toyota,Fortuner 3.0 Diesel
2919,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,11.26,7.0,Volkswagen,Vento Diesel Highline
2920,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,23.06,17.65,Toyota,Innova Crysta 2.4 VX MT
2921,Jaipur,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,11.27,2.5,Ford,Figo Diesel Celebration Edition
2922,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,9.58,6.0,Toyota,Platinum Etios 1.4 GXD
2923,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,11.28,8.25,Mahindra,Thar DI 4X4
2924,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,120.0,44.83,Land Rover,Rover Range Rover HSE Dynamic
2925,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,54.43,10.5,BMW,3 Series 320d Highline
2926,Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,9.76,1.9,Hyundai,Accent GLS
2927,Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,7.92,4.25,Maruti,Celerio ZXI AT
2928,Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,53.565,26.5,Jaguar,XF 2.2 Litre Luxury
2929,Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,55.61,22.5,Audi,A6 2.7 TDI
2930,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,9.51,3.3,Nissan,Micra Diesel XV
2931,Jaipur,2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,10.940000000000001,4.3,Honda,Amaze S i-Vtech
2932,Chennai,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,12.69,5.25,Renault,Duster 85PS Diesel RxL Option
2933,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,23.25,11.75,Toyota,Innova 2.5 G (Diesel) 8 Seater
2934,Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,10.940000000000001,4.25,Honda,Amaze E i-Vtech
2935,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,70.85,14.22,Mercedes-Benz,New C-Class C 250 CDI Elegance
2936,Chennai,2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,23.25,4.2,Toyota,Etios Liva G
2937,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,20.8,18.25,Toyota,Innova Crysta 2.8 GX AT 8S
2938,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,70.85,18.5,Mercedes-Benz,New C-Class 200 CDI Elegance
2939,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,7.92,2.4,Maruti,Swift VXI BSIII
2940,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.92,6.5,Maruti,Baleno Alpha 1.3
2941,Hyderabad,2014,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,9.76,3.2,Hyundai,Santro Xing GL Plus LPG
2942,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,7.92,3.99,Maruti,Celerio VXI AT
2943,Kochi,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.27,5.45,Ford,Ecosport 1.5 DV5 MT Ambiente
2944,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,7.69,2.7,Tata,Manza Aura Quadrajet
2945,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,10.940000000000001,6.25,Honda,Jazz 1.5 SV i DTEC
2946,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.28,13.28,Mahindra,XUV500 W8 2WD
2947,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,9.51,3.7,Nissan,Micra Diesel XV Premium
2948,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,70.85,39.51,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
2949,Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,7.69,1.4,Tata,Manza Aura Plus Quadrajet BS IV
2950,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.92,3.5,Maruti,Swift VDI
2951,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,7.92,3.78,Maruti,Swift Dzire 1.2 Lxi BSIV
2952,Pune,2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,7.69,2.7,Tata,Indigo eCS LS (TDI) BS-III
2953,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,10.940000000000001,3.2,Honda,Amaze S i-Dtech
2954,Delhi,2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,7.92,5.0,Maruti,Swift VXI BSIV
2955,Chennai,2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,12.34,7.0,Maruti,Ertiga ZDI
2956,Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,9.76,2.85,Hyundai,Grand i10 Era
2957,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,6.78,4.25,Nissan,Micra Active XV
2958,Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,9.76,4.9,Hyundai,Grand i10 Asta Option
2959,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.91,16.9,Jeep,Compass 2.0 Sport
2960,Delhi,2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,11.26,4.25,Volkswagen,Polo Diesel Comfortline 1.2L
2961,Pune,2015,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,10.940000000000001,4.34,Honda,Amaze S AT i-Vtech
2962,Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,54.43,17.0,BMW,X3 xDrive20d Advantage Edition
2963,Kochi,2017,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,54.43,28.45,BMW,3 Series 320d Luxury Line
2964,Kochi,2014,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,10.940000000000001,6.15,Honda,City V AT
2965,Kochi,2014,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,11.28,9.25,Mahindra,Ssangyong Rexton RX5
2966,Delhi,2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.92,4.85,Maruti,Swift Dzire LDI
2967,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.92,4.8,Maruti,Swift VDI BSIV
2968,Pune,2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,10.940000000000001,2.3,Honda,Brio S Option MT
2969,Mumbai,2016,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.76,4.75,Hyundai,Grand i10 Sportz
2970,Pune,2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.93,5.0,Tata,Zest Quadrajet 1.3 75PS XM
2971,Jaipur,2015,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.76,2.5,Hyundai,EON Era Plus
2972,Mumbai,2017,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.76,5.95,Hyundai,i20 1.2 Spotz
2973,Delhi,2014,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,45.67,16.0,Volvo,S60 D4 KINETIC
2974,Delhi,2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.27,6.15,Ford,Ecosport 1.5 DV5 MT Titanium Optional
2975,Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,7.92,4.05,Maruti,Ritz VXI
2976,Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,9.76,3.1,Hyundai,i20 1.4 CRDi Magna
2977,Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,7.97,5.49,Maruti,Dzire VXI
2978,Coimbatore,2010,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,136.0,42.91,Porsche,Panamera 2010 2013 4S
2979,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,7.92,5.7,Maruti,Swift VDi BSIII W/ ABS
2980,Kolkata,2014,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,10.940000000000001,2.85,Honda,Brio S MT
2981,Bangalore,2012,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,,2.35,Chevrolet,Beat LS
2982,Coimbatore,2018,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,9.76,14.76,Hyundai,Creta 1.6 SX Plus Petrol Automatic
2983,Pune,2008,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,10.940000000000001,2.25,Honda,City ZX GXi
2984,Mumbai,2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,7.92,3.65,Maruti,Ritz LXi
2985,Delhi,2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,11.27,7.25,Ford,EcoSport 1.5 TDCi Trend
2986,Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,47.87,10.69,BMW,3 Series 320d
2987,Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,9.76,5.5,Hyundai,Verna 1.6 SX VTVT
2988,Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,23.25,5.1,Toyota,Innova 2.5 G4 Diesel 8-seater
2989,Mumbai,2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.04,3.25,Maruti,Wagon R LXI
2990,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11.66,9.25,Maruti,Ertiga VDI
2991,Hyderabad,2008,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,7.92,1.7,Maruti,Alto LXi BSIII
2992,Kochi,2010,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,7.92,2.87,Maruti,A-Star Vxi
2993,Bangalore,2009,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,54.43,17.75,BMW,X5 3.0d
2994,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,7.35,4.5,Mahindra,KUV 100 G80 K6 Plus 5Str
2995,Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,9.76,2.95,Hyundai,i10 Magna AT
2996,Pune,2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,10.940000000000001,2.6,Honda,Civic 2006-2010 1.8 S AT
